#+TITLE: NATUURKUNDE VWO: VEELGESTELDE VRAGEN 2024-2025
#+STARTUP: hidestars
#+OPTIONS: ^:nil
# #+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-readtheorg.setup
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
# #+HTML_HEAD: <link rel="stylesheet" href="https://sandyuraz.com/styles/org.min.css">
#+OPTIONS: num:nil
#+options: num:nil


* Hd1
** Hd1.txt

| # | Vraag                                                                                   | Antwoord                                               |
| 36 | Hoeveel warmte is nodig om de temperatuurstijging van asfalt per uur te berekenen, als de energie van zonnestraling bekend is? | Gebruik de warmtecapaciteit en de hoeveelheid energie per vierkante meter om de temperatuurstijging te berekenen.                                                                                                                            |
| 37 | Hoeveel warmte is nodig om de lucht in een huiskamer op te warmen van 10°C naar 20°C?                                          | Dit kan berekend worden met de specifieke warmtecapaciteit van lucht en de massa van de lucht.                                                                                                                                               |
| 38 | Hoeveel m³ Gronings aardgas is nodig om de lucht in de huiskamer op te warmen?                                                 | Bereken dit met de warmte-energie van aardgas en de hoeveelheid energie nodig om de lucht op te warmen.                                                                                                                                      |
| 39 | Noem twee oorzaken waarom in werkelijkheid meer gas nodig is dan berekend.                                                     | 1) Warmteverlies aan de omgeving. 2) Onvolledige verbranding van gas.                                                                                                                                                                        |
| 40 | Bij welk proces wordt de meeste warmte afgegeven: afkoelen van vloeistof, stollen, of afkoelen van vaste stof?                 | Meeste warmte wordt afgegeven tijdens het stollen.                                                                                                                                                                                           |
| 41 | Hoe bereken je de hoeveelheid warmte die glauberzout afgeeft tot het gaat stollen?                                             | Gebruik de soortelijke warmte van de vloeistof en de massa van het glauberzout.                                                                                                                                                              |
| 42 | Hoe bepaal je de soortelijke warmte van glauberzout in de vaste fase?                                                          | Gebruik de hoeveelheid afgegeven warmte tijdens de afkoeling van de vaste stof en de massa.                                                                                                                                                  |
| 43 | Hoeveel warmte is nodig om een aluminium pan van 200 g op te warmen van 20°C naar 80°C?                                        | Bereken dit met de soortelijke warmte van aluminium en de massa van de pan.                                                                                                                                                                  |
| 44 | Vergelijk de energie nodig voor een aluminium pan met een ijzeren pan.                                                         | Meer energie is nodig voor het opwarmen van een ijzeren pan dan een aluminium pan, vanwege de lagere soortelijke warmte van ijzer.                                                                                                           |
| 45 | Hoeveel energie is nodig om een ijsklontje van 0°C te laten smelten?                                                           | Gebruik de smeltwarmte van ijs en de massa van het klontje.                                                                                                                                                                                  |
